"","res"
"1771","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1772","29 E Beverley St, Staunton, VA 24401, USA"
"1773","29 E Beverley St, Staunton, VA 24401, USA"
"1774","29 E Beverley St, Staunton, VA 24401, USA"
"1775",NA
"1776",NA
"1777",NA
"1778","207 N Main St, Columbia, IL 62236, USA"
"1779","Unnamed Road, San Francisco, CA 94102, USA"
"1780","Unnamed Road, San Francisco, CA 94102, USA"
"1781","Guadalupe 264B, Alameda, 38050 Celaya, Gto., Mexico"
"1782","Unnamed Road, San Francisco, CA 94102, USA"
"1783","314 Shorecrest Ln, Linden, PA 17744, USA"
"1784","5000 Estate Enighed, Independence, KS 67301, USA"
"1785","3024 W 300 N, West Point, UT 84015, USA"
"1786","616 Big Bear Blvd, Columbia, MO 65202, USA"
"1787","1500 PA-3, Philadelphia, PA 19102, USA"
"1788",NA
"1789","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"1790","1502 Marilla St, Dallas, TX 75201, USA"
"1791","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1792","730 Massachusetts Ave, Arlington, MA 02476, USA"
"1793","730 Massachusetts Ave, Arlington, MA 02476, USA"
"1794","Cascina Barbonina, Provincia di Bergamo, Italy"
"1795","Canon Zacatecas 3, México, 22056 Tijuana, B.C., Mexico"
"1796","Canon Zacatecas 3, México, 22056 Tijuana, B.C., Mexico"
"1797","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1798","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1799","Av Allende 545, Bustamante, 22840 Ensenada, B.C., Mexico"
"1800","Av Allende 545, Bustamante, 22840 Ensenada, B.C., Mexico"
"1801",NA
"1802","315 N Indian Hill Blvd, Claremont, CA 91711, USA"
"1803","27 Courthouse Square, Rockville, MD 20850, USA"
"1804","2 W South St, Orlando, FL 32801, USA"
"1805","Ghan NT 0872, Australia"
"1806","8310 E 21st St N, Wichita, KS 67206, USA"
"1807","Lehmustie 104, 41880 Jyväskylä, Finland"
"1808","690 Boulevard René-Lévesque O, Montréal, QC H3B 1X8, Canada"
"1809","14th & Harney SE, Omaha, NE 68102, USA"
"1810","425 E Washington St, Ann Arbor, MI 48104, USA"
"1811","7751 49th St N, Pinellas Park, FL 33781, USA"
"1812","5000 Estate Enighed, Independence, KS 67301, USA"
"1813","5000 Estate Enighed, Independence, KS 67301, USA"
"1814","5000 Estate Enighed, Independence, KS 67301, USA"
"1815","100 Albert St, Ottawa, ON K1P 1A5, Canada"
"1816","3291 Hart Ave, Melbourne, IA 50162, USA"
"1817","Boon Township, MI, USA"
"1818","Independencia 7, Centro, 39170 Tixtla de Guerrero, Gro., Mexico"
"1819","Unnamed Road, Killin FK21, UK"
"1820","Deer Creek, IL 61733, USA"
"1821","8802 Coleman Blvd, Frisco, TX 75034, USA"
"1822","Huhí, Yuc., Mexico"
"1823","350 S Ft Thomas Ave, Fort Thomas, KY 41075, USA"
"1824","1664 Township Hwy 165, Ashley, OH 43003, USA"
"1825","Willard, NM 87063, USA"
"1826",NA
"1827","Metomen, WI, USA"
"1828","Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"1829","Ali Market, N.D Road , Rahan, ND, United States"
"1830","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1831","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1832","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1833","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1834","819 US Route 50, Suite A, Milford, OH 45150, United States"
"1835","carretera frensnillo durango km 726, Dgo., Mexico"
"1836","Coolfin Glebe, Co. Offaly, Ireland"
"1837","Canon Zacatecas 3, México, 22056 Tijuana, B.C., Mexico"
"1838","Canon Zacatecas 3, México, 22056 Tijuana, B.C., Mexico"
"1839","5168 Melrose Ave, Los Angeles, CA 90038, USA"
"1840","201 E Fayette St, Baltimore, MD 21202, USA"
"1841","22 S Columbia St, Chapel Hill, NC 27514, USA"
"1842","22 S Columbia St, Chapel Hill, NC 27514, USA"
"1843","22 S Columbia St, Chapel Hill, NC 27514, USA"
"1844","22 S Columbia St, Chapel Hill, NC 27514, USA"
"1845","1175-1177 Goldfinch Ln, Millersville, MD 21108, USA"
"1846","2630 Croydon Drive, Sanger, CA 93657, USA"
"1847","2630 Croydon Drive, Sanger, CA 93657, USA"
"1848","1301 Bataan St NW, Washington, DC 20036, USA"
"1849","11 Centre St, New York, NY 10007, USA"
"1850","5000 Estate Enighed, Independence, KS 67301, USA"
"1851","1-39 S Main St, Gainesville, FL 32601, USA"
"1852","Terminal A, 1701 Airport Blvd, San Jose, CA 95110, USA"
"1853","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1854","Boulevard Adolfo López Mateos 2090, Fraccionamiento Villa Mediterranea, Mexicali, B.C., Mexico"
"1855","Boulevard Adolfo López Mateos 2090, Fraccionamiento Villa Mediterranea, Mexicali, B.C., Mexico"
"1856","Carr. Internacional, Centro, Oaxaca, Oax., Mexico"
"1857","1273 P St, Lincoln, NE 68508, USA"
"1858","5000 Estate Enighed, Independence, KS 67301, USA"
"1859","Grainger Hall of Business Administration, Madison, WI 53715, USA"
"1860","2660 Golf Rd, Glenview, IL 60025, USA"
"1861","Guadalupe 264B, Alameda, 38050 Celaya, Gto., Mexico"
"1862","2139 San Jacinto Blvd, Austin, TX 78712, USA"
"1863","Deer Creek, IL 61733, USA"
"1864","17R E Granby Rd, Granby, CT 06035, USA"
"1865","17R E Granby Rd, Granby, CT 06035, USA"
"1866","17R E Granby Rd, Granby, CT 06035, USA"
"1867","Ruta 205 esquina, Venezuela"
"1868","Pinehouse, SK S0J 2B0, Canada"
"1869","Calle principal, Centro, Santa Cruz, Tihuixte, Oax., Mexico"
"1870","55 W Jackson Blvd, Chicago, IL 60604, USA"
"1871","36 Tolan St, Milan, MI 48160, USA"
"1872","36 Tolan St, Milan, MI 48160, USA"
"1873","100 Queen St W, Toronto, ON M5G 1P5, Canada"
"1874","4585 Av Bourret, Montréal, QC H3S 1X1, Canada"
"1875","Pusztavacs, Pusztavacs, erdészet, 2378 Hungary"
"1876","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1877","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1878","620 Center St, Clarks Summit, PA 18411, USA"
"1879","628 King St, Alexandria, VA 22314, USA"
"1880","198-100, FL-20, Tallahassee, FL 32301, United States"
"1881","107 Forest Rd, Sandiway, Northwich CW8 2DZ, UK"
"1882","Woolridge Rd, Dillwyn, VA 23936, USA"
"1883","37 Mary Jane Ln, Northampton, MA 01062, USA"
"1884","Unnamed Road, Yeri"
"1885","Folketshusvägen 76049, 760 49 Herräng, Sweden"
"1886","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1887","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1888","Ghan NT 0872, Australia"
"1889","58 Brooklyn Ave, Brooklyn, NY 11216, USA"
"1890","501 Congress Ave, Austin, TX 78701, USA"
"1891","5 N Main St, Cedar City, UT 84720, USA"
"1892","5 N Main St, Cedar City, UT 84720, USA"
"1893","14400 NW 77th Ct, Miami Lakes, FL 33016, USA"
"1894","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1895","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1896","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1897","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1898","11 Centre St, New York, NY 10007, USA"
"1899","Canon Zacatecas 3, México, 22056 Tijuana, B.C., Mexico"
"1900","4134 Fish Hatchery Rd, Gaston, SC 29053, USA"
"1901","591 S 11th St, Tacoma, WA 98405, USA"
"1902","11 Centre St, New York, NY 10007, USA"
"1903","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1904","Pusztavacs, Pusztavacs, erdészet, 2378 Hungary"
"1905","Unnamed Road, Nassau, The Bahamas"
"1906","100 W 2nd St, Carson City, NV 89701, USA"
"1907","City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"1908","24 7th St NE, Charlottesville, VA 22902, USA"
"1909","11 Centre St, New York, NY 10007, USA"
"1910","5000 Estate Enighed, Independence, KS 67301, USA"
"1911","201 E Fayette St, Baltimore, MD 21202, USA"
"1912","9227 Marina, Ponce, 00730, Puerto Rico"
"1913","622 Buckingham St, Watertown, CT 06779, USA"
"1914","577 2 St SE, Medicine Hat, AB T1A 0C5, Canada"
"1915","577 2 St SE, Medicine Hat, AB T1A 0C5, Canada"
"1916","106 W 1st St, Los Angeles, CA 90012, USA"
"1917","Deer Creek, IL 61733, USA"
"1918","594 Wacouta St, St Paul, MN 55101, USA"
"1919","18b Kirk Ave SW, Roanoke, VA 24018, USA"
"1920","1635 Paul S Buchman Hwy, Zephyrhills, FL 33540, USA"
"1921","404 N Green St, McHenry, IL 60050, USA"
"1922","998 Bagby St, Houston, TX 77002, USA"
"1923","998 Bagby St, Houston, TX 77002, USA"
"1924","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1925","11 Centre St, New York, NY 10007, USA"
"1926","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"1927","Boulevard Adolfo López Mateos 2090, Fraccionamiento Villa Mediterranea, Mexicali, B.C., Mexico"
"1928","Boulevard Adolfo López Mateos 2090, Fraccionamiento Villa Mediterranea, Mexicali, B.C., Mexico"
"1929","6015 W 250 S, Tipton, IN 46072, USA"
"1930","109 W 19th St, Hays, KS 67601, USA"
"1931","Av Insurgentes 20, San Antonio, 63159 Tepic, Nay., Mexico"
"1932","126 St Paul St, Rochester, NY 14604, USA"
"1933","909-919 19th Ave, Greeley, CO 80631, USA"
"1934","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1935","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1936","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1937","3291 Hart Ave, Melbourne, IA 50162, USA"
"1938","10 Dunlop St W, Barrie, ON L4N 1A2, Canada"
"1939","55 W Jackson Blvd, Chicago, IL 60604, USA"
"1940","159 Dolorosa, San Antonio, TX 78205, USA"
"1941","5000 Estate Enighed, Independence, KS 67301, USA"
"1942","5000 Estate Enighed, Independence, KS 67301, USA"
"1943","25 E Burdick Expy, Minot, ND 58701, USA"
"1944","1502 Marilla St, Dallas, TX 75201, USA"
"1945","Stanley, ID 83278, USA"
"1946","514 Jackson St, Thibodaux, LA 70301, USA"
"1947","3715 SE Division St, Portland, OR 97202, USA"
"1948","García Diego 120, Los Angeles, 78230 San Luis, S.L.P., Mexico"
"1949","1 West Main Street, Greenwood, IN 46142, USA"
"1950","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1951","510 N El Dorado St, Stockton, CA 95202, USA"
"1952",NA
"1953","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"1954","Froste Ln, Winters, TX 79567, USA"
"1955","15 E High St, Moorpark, CA 93021, USA"
"1956","11 Centre St, New York, NY 10007, USA"
"1957","22 W Washington St, Phoenix, AZ 85004, USA"
"1958","Saltillo - Zacatecas, Sin Nombre de Col 16, Saltillo, Coah., Mexico"
"1959","Guadalupe 264B, Alameda, 38050 Celaya, Gto., Mexico"
"1960","394 NC-152, Mooresville, NC 28115, USA"
"1961","Worcester City Hall, 455 Main St, Worcester, MA 01608, USA"
"1962","Municipal Building, 350 S 5th St, Minneapolis, MN 55415, USA"
"1963","Horacio 300, La Moraleja, 42064 Pachuca de Soto, Hgo., Mexico"
"1964","101 S Ankeny Blvd, Ankeny, IA 50023, USA"
"1965","25 Dorrance St, Providence, RI 02903, USA"
"1966","Ali Market, N.D Road , Rahan, ND, United States"
"1967","636 Massachusetts St, Lawrence, KS 66044, USA"
"1968","106 W 1st St, Los Angeles, CA 90012, USA"
"1969","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1970","505 NW 1st Ave, Grand Rapids, MN 55744, USA"
"1971","Municipal Building, 350 S 5th St, Minneapolis, MN 55415, USA"
"1972","25 Market St, Aberdeen, SD 57401, USA"
"1973","11 Centre St, New York, NY 10007, USA"
"1974","1 Cambridge St, Boston, MA 02114, USA"
"1975","Deer Creek, IL 61733, USA"
"1976",NA
"1977","Georgia State Capitol, Atlanta, GA 30334, USA"
"1978","103 S Tyler St, Mt Ayr, IA 50854, USA"
"1979","5000 Estate Enighed, Independence, KS 67301, USA"
"1980","1 W Chocolate Ave, Hershey, PA 17033, USA"
"1981","Pinehouse, SK S0J 2B0, Canada"
"1982","Pinehouse, SK S0J 2B0, Canada"
"1983","Pinehouse, SK S0J 2B0, Canada"
"1984","Pinehouse, SK S0J 2B0, Canada"
"1985","200 King St W, Kitchener, ON N2G 4V6, Canada"
"1986","10995 Co Rd 8150, Rolla, MO 65401, USA"
"1987","600 Pierce St, Sioux City, IA 51101, USA"
"1988","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"1989","2978 State St, South Salt Lake, UT 84115, USA"
"1990","Froste Ln, Winters, TX 79567, USA"
"1991","Froste Ln, Winters, TX 79567, USA"
"1992","City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"1993","3715 SE Division St, Portland, OR 97202, USA"
"1994","3715 SE Division St, Portland, OR 97202, USA"
"1995","3715 SE Division St, Portland, OR 97202, USA"
"1996","3715 SE Division St, Portland, OR 97202, USA"
"1997","3715 SE Division St, Portland, OR 97202, USA"
"1998","3715 SE Division St, Portland, OR 97202, USA"
"1999","Outwater Ln at Wessington Ave#, Garfield, NJ 07026, USA"
"2000","Fourth and Madison Building, 909 5th Ave, Seattle, WA 98164, USA"
"2001","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"2002","11 Centre St, New York, NY 10007, USA"
"2003","Ruta 205 esquina, Venezuela"
"2004","715 N Edgewood St, Arlington, VA 22201, USA"
"2005","159 Dolorosa, San Antonio, TX 78205, USA"
"2006","159 Dolorosa, San Antonio, TX 78205, USA"
"2007","27 Courthouse Square, Rockville, MD 20850, USA"
"2008","1660 Wayne Ave, Trenton, NJ 08619, USA"
"2009","14811 York Rd, Sparks Glencoe, MD 21152, USA"
"2010",NA
"2011","11 Centre St, New York, NY 10007, USA"
"2012","Pusztavacs, Pusztavacs, erdészet, 2378 Hungary"
"2013","García Diego 120, Los Angeles, 78230 San Luis, S.L.P., Mexico"
"2014","García Diego 120, Los Angeles, 78230 San Luis, S.L.P., Mexico"
"2015","22 W Washington St, Phoenix, AZ 85004, USA"
"2016","92 E Main St, Newark, DE 19711, USA"
"2017","6700 E Reno Ave, Midwest City, OK 73110, USA"
"2018","Calle Av. Rosales 121, Centro, Hermosillo, Son., Mexico"
"2019","2630 Croydon Drive, Sanger, CA 93657, USA"
"2020","55 W Jackson Blvd, Chicago, IL 60604, USA"
"2021","55 W Jackson Blvd, Chicago, IL 60604, USA"
"2022","55 W Jackson Blvd, Chicago, IL 60604, USA"
"2023","55 W Jackson Blvd, Chicago, IL 60604, USA"
"2024","55 W Jackson Blvd, Chicago, IL 60604, USA"
"2025","5000 Estate Enighed, Independence, KS 67301, USA"
"2026","279 E Holly St, Pasadena, CA 91101, USA"
"2027","5000 Estate Enighed, Independence, KS 67301, USA"
"2028","Carr. Internacional, Centro, Oaxaca, Oax., Mexico"
"2029","Froste Ln, Winters, TX 79567, USA"
"2030","225 Central Park West, New York, NY 10024, USA"
"2031","651 US-45, Oshkosh, WI 54901, USA"
"2032","5000 Estate Enighed, Independence, KS 67301, USA"
"2033","631 1st Ave N, Fargo, ND 58102, USA"
"2034","14th & Harney SE, Omaha, NE 68102, USA"
"2035","2 S Pack Square, Asheville, NC 28801, USA"
"2036","26-48 Main St W, Hamilton, ON L8P, Canada"
"2037","26-48 Main St W, Hamilton, ON L8P, Canada"
"2038","Lion S View Properties Llc, Painesville, OH 44077, United States"
"2039","Carr. Internacional, Centro, Oaxaca, Oax., Mexico"
"2040","58 Brooklyn Ave, Brooklyn, NY 11216, USA"
"2041","2 W Roadway, Cleveland, OH 44113, USA"
"2042","2 W Roadway, Cleveland, OH 44113, USA"
"2043","2 W Roadway, Cleveland, OH 44113, USA"
"2044","City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"2045","San Cristóbal Province, Dominican Republic"
"2046","85 East Ave, Norwalk, CT 06851, USA"
"2047","108 Fairfield Ave, Bridgeport, CT 06604, USA"
"2048","80 Ridgefield Rd, Wilton, CT 06897, USA"
"2049","312 S Pierre St, Pierre, SD 57501, USA"
"2050","364-398 N King St, Hampton, VA 23669, USA"
"2051","Metomen, WI, USA"
"2052","1625 W 16th St, Wilmington, DE 19806, USA"
"2053","1625 W 16th St, Wilmington, DE 19806, USA"
"2054","1625 W 16th St, Wilmington, DE 19806, USA"
"2055","165-219 Brock St, Kingston, ON K7L 5G2, Canada"
"2056","Metomen, WI, USA"
"2057","Calle Alberto Carrera Torres 1301, Residencial Selectas, 87050 Cd Victoria, Tamps., Mexico"
"2058","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"2059","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"2060","Cliff, NE, USA"
"2061","Fourth and Madison Building, 909 5th Ave, Seattle, WA 98164, USA"
"2062","Weyakwin, SK S0J 1W0, Canada"
"2063","Weyakwin, SK S0J 1W0, Canada"
"2064","92 E Main St, Newark, DE 19711, USA"
"2065","Froste Ln, Winters, TX 79567, USA"
"2066","5000 Estate Enighed, Independence, KS 67301, USA"
"2067","Fourth and Madison Building, 909 5th Ave, Seattle, WA 98164, USA"
"2068","1 Monroe Center St NW, Grand Rapids, MI 49503, USA"
"2069","800 N 21st St, Independence, KS 67301, USA"
"2070","1301 Bataan St NW, Washington, DC 20036, USA"
"2071","1301 Bataan St NW, Washington, DC 20036, USA"
"2072","1301 Bataan St NW, Washington, DC 20036, USA"
"2073","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"2074","Pinehouse, SK S0J 2B0, Canada"
"2075","100 Queen St W, Toronto, ON M5G 1P5, Canada"
"2076","2630 Croydon Drive, Sanger, CA 93657, USA"
"2077",NA
"2078","55 W Jackson Blvd, Chicago, IL 60604, USA"
"2079","55 W Jackson Blvd, Chicago, IL 60604, USA"
"2080","Columbus Ave @ Legion Dr, Valhalla, NY 10595, USA"
"2081",NA
"2082","2 Main St, Roslyn, NY 11576, USA"
"2083","1 Cambridge St, Boston, MA 02114, USA"
"2084","Not available, Decatur, GA 30030, United States"
"2085","1-39 S Main St, Gainesville, FL 32601, USA"
"2086","11 Centre St, New York, NY 10007, USA"
"2087","11 Centre St, New York, NY 10007, USA"
"2088","11 Centre St, New York, NY 10007, USA"
"2089","Las Majadas, San Pablo Nte, 70650 Salina Cruz, Oax., Mexico"
"2090","Las Majadas, San Pablo Nte, 70650 Salina Cruz, Oax., Mexico"
"2091","University Ave. at Martin Luther King Jr. Way, Berkeley, CA 94704, USA"
"2092","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"2093","García Diego 120, Los Angeles, 78230 San Luis, S.L.P., Mexico"
"2094","García Diego 120, Los Angeles, 78230 San Luis, S.L.P., Mexico"
"2095","5000 Estate Enighed, Independence, KS 67301, USA"
"2096","4797 Lockhart St, West Bloomfield Township, MI 48323, USA"
"2097","1500 PA-3, Philadelphia, PA 19102, USA"
"2098","Lázaro Cárdenas 216, Presa la Laguna, 88750 Reynosa, Tamps., Mexico"
"2099","Froste Ln, Winters, TX 79567, USA"
"2100","157 Poplar Ave, Memphis, TN 38103, USA"
"2101","157 Poplar Ave, Memphis, TN 38103, USA"
"2102","157 Poplar Ave, Memphis, TN 38103, USA"
"2103","12 Grant St, Lafayette, IN 47904, USA"
"2104","Generales Azuara 14, Centro, 43000 Huejutla, Hgo., Mexico"
"2105","Transversal Colón 1947, Col Obrera, Sarabia, 64490 Monterrey, N.L., Mexico"
"2106","Intl Airport - Zone 1 Ground Transportation Center, Indianapolis, IN 46204, USA"
"2107","514 E Thayer Ave, Bismarck, ND 58501, USA"
"2108","1502 Marilla St, Dallas, TX 75201, USA"
"2109","204 N Main St, Roswell, NM 88201, USA"
"2110","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"2111","276 Broadway, Sleepy Hollow, NY 10591, USA"
"2112","Centennial Complex, Laramie, WY 82072, USA"
"2113","294 W Main St, Waukesha, WI 53186, USA"
"2114","Fara in sabina, 02032 Fara In Sabina RI, Italy"
"2115","1301 Bataan St NW, Washington, DC 20036, USA"
"2116","11 Centre St, New York, NY 10007, USA"
"2117","998 Bagby St, Houston, TX 77002, USA"
"2118","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"2119","Deer Creek, IL 61733, USA"
"2120","315 E College Way, Mt Vernon, WA 98273, USA"
"2121","301 Central Ave NW, Albuquerque, NM 87102, USA"
"2122","301 Central Ave NW, Albuquerque, NM 87102, USA"
"2123","609 Walnut St, Cincinnati, OH 45202, USA"
"2124","609 Walnut St, Cincinnati, OH 45202, USA"
"2125","503 W 4th St, Waterloo, IA 50701, USA"
"2126","2765 Veterans Memorial Hwy SW, Austell, GA 30168, USA"
"2127","2337 Bissonnet St, Houston, TX 77005, USA"
"2128","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"2129","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"2130","10100 Main St, Bothell, WA 98011, USA"
"2131","Av. Miguel Alemán 159-149, Centro, 37000 León, Gto., Mexico"
"2132","Av. Miguel Alemán 159-149, Centro, 37000 León, Gto., Mexico"
"2133","225 Central Park West, New York, NY 10024, USA"
"2134",NA
"2135","Unnamed Road, San Francisco, CA 94102, USA"
"2136","670 S Wadsworth Blvd, Lakewood, CO 80226, USA"
"2137","Ghan NT 0872, Australia"
"2138","34400 Central Oregon Hwy, Brothers, OR 97712, USA"
"2139","311 23rd St, Canyon, TX 79015, USA"
"2140",NA
"2141","200 Marie Ave, Elk Run Heights, IA 50707, USA"
"2142","20169 US-80, Forest, MS 39074, USA"
"2143","50-98 Walnut St, Valparaiso, IN 46383, USA"
"2144","50-98 Walnut St, Valparaiso, IN 46383, USA"
"2145","50-98 Walnut St, Valparaiso, IN 46383, USA"
"2146","1501 SE 7th Ave, Portland, OR 97214, USA"
"2147","1200 Oak St, Kansas City, MO 64106, USA"
"2148","Ft Smith Airport, Fort Smith, AR 72904, USA"
"2149","Orangeville, UT 84537, USA"
"2150","Badiraguato Municipality, Sinaloa, Mexico"
"2151","7 Sur - 15 Pte., Centro, 72000 Puebla, Pue., Mexico"
"2152","109 N Main St, Jefferson, WI 53549, USA"
"2153","106 W 1st St, Los Angeles, CA 90012, USA"
"2154","118 S New York Ave, Coldwater, KS 67029, USA"
"2155","1 Cambridge St, Boston, MA 02114, USA"
"2156","501 Congress Ave, Austin, TX 78701, USA"
"2157","11 Centre St, New York, NY 10007, USA"
"2158","11 Centre St, New York, NY 10007, USA"
"2159","Horacio 300, La Moraleja, 42064 Pachuca de Soto, Hgo., Mexico"
"2160","395 Main St, Salt Lake City, UT 84111, USA"
"2161","Ensenada, Baja California, Mexico"
"2162","2 W South St, Orlando, FL 32801, USA"
"2163","5000 Estate Enighed, Independence, KS 67301, USA"
"2164","58000, Juan Álvarez 150, Centro Histórico, Morelia, Mich., Mexico"
"2165","7 Sur - 15 Pte., Centro, 72000 Puebla, Pue., Mexico"
"2166","7 Sur - 15 Pte., Centro, 72000 Puebla, Pue., Mexico"
"2167","MN-100, Edina, MN 55435, USA"
"2168","409 S 5th St, Louisville, KY 40202, USA"
"2169","2 W Roadway, Cleveland, OH 44113, USA"
"2170","23240 Lorain Rd, North Olmsted, OH 44070, USA"
"2171","22 S Columbia St, Chapel Hill, NC 27514, USA"
"2172","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"2173","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"2174","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"2175","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"2176","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"2177","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"2178","160 N Las Vegas Blvd, Las Vegas, NV 89101, USA"
"2179","Carr. Picacho-Ajusco 990, Miguel Hidalgo 3ra Secc, 14250 Ciudad de México, CDMX, Mexico"
"2180","Carr. Picacho-Ajusco 990, Miguel Hidalgo 3ra Secc, 14250 Ciudad de México, CDMX, Mexico"
"2181",NA
"2182","5000 Estate Enighed, Independence, KS 67301, USA"
"2183","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"2184","7301 Metro Center Dr, Austin, TX 78744, USA"
"2185","5000 Estate Enighed, Independence, KS 67301, USA"
"2186","Boon Township, MI, USA"
"2187","1508 K Ave, Plano, TX 75074, USA"
"2188","11 Centre St, New York, NY 10007, USA"
"2189","1025 LA-1181, Plaucheville, LA 71362, USA"
"2190","106 E Main St, Blanchester, OH 45107, USA"
"2191","Cliff, NE, USA"
"2192","201 N Roche St, Knoxville, IA 50138, USA"
"2193","Ghan NT 0872, Australia"
"2194","Coolfin Glebe, Co. Offaly, Ireland"
"2195","Avon Park, FL 33825, USA"
"2196","101 Washington St, Wausau, WI 54403, USA"
"2197","101 Washington St, Wausau, WI 54403, USA"
"2198","998 Fourth Ave, San Diego, CA 92101, USA"
"2199","1500 PA-3, Philadelphia, PA 19102, USA"
"2200","5000 Estate Enighed, Independence, KS 67301, USA"
"2201","Ignacio Aldama 807, Centro, 66400 San Nicolás de los Garza, N.L., Mexico"
"2202","572-598 Grant St, Pittsburgh, PA 15219, USA"
"2203","International Street, Vaughan, ON L6A, Canada"
"2204","Boon Township, MI, USA"
"2205","217 4th Ave, Frisco, CO 80443, USA"
"2206","First National Building, 660 Woodward Ave, Detroit, MI 48226, USA"
"2207","211 W 11th St, Sanford, FL 32771, USA"
"2208","1301 Bataan St NW, Washington, DC 20036, USA"
"2209","3411 70th St, Urbandale, IA 50322, USA"
"2210","7637 20th St SW, Backus, MN 56435, USA"
"2211","POBox 126, Antigo, WI 54409, United States"
"2212","11 Centre St, New York, NY 10007, USA"
"2213","100 Queen St W, Toronto, ON M5G 1P5, Canada"
"2214","81 S Wilmington St, Raleigh, NC 27603, USA"
"2215","115 E King St, Boone, NC 28607, USA"
"2216","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"2217","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"2218","1 Cambridge St, Boston, MA 02114, USA"
"2219","1 Cambridge St, Boston, MA 02114, USA"
"2220","1 Cambridge St, Boston, MA 02114, USA"
"2221","Hartsfield-Jackson Atlanta International Airport (ATL), 6000 N Terminal Pkwy, Atlanta, GA 30320, USA"
"2222","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"2223","231 S Main St, Kendallville, IN 46755, USA"
"2224","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"2225","3715 SE Division St, Portland, OR 97202, USA"
"2226","55 W Jackson Blvd, Chicago, IL 60604, USA"
"2227","Av. Central Ote. 1599, Hidalgo, 29040 Tuxtla Gutiérrez, Chis., Mexico"
"2228","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"2229","av. general lazaro cardenas mza 6 lote A col. presidentes de, Mexico"
"2230","50 Stockbridge Rd, Great Barrington, MA 01230, USA"
"2231","2 W Roadway, Cleveland, OH 44113, USA"
"2232","3053 Lake Tahoe Blvd, South Lake Tahoe, CA 96150, USA"
"2233","112 Shoshone St E, Twin Falls, ID 83301, USA"
"2234","55 W Jackson Blvd, Chicago, IL 60604, USA"
"2235","Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
